SchoolName,COUNTA of Level,School Type,Jewish,Catholic,Religious,Student Teacher Ratio,Students
"BROOKLYN LANDMARK ELEMENTARY SCHOOL, BROOKLYN ENVIRONEXPLORATION SCH BEES",0,0,0,0,0,13.4700000,404.0
"BROOKLYN STUDIO SECONDARY SCHOOL, P.S. K771",0,0,0,0,0,11.4000000,876.0
BROOKLYN TECHNICAL HIGH SCHOOL,4,0,0,0,0,20.1200000,5940.0
CAMBRIA HEIGHTS ACADEMY,1,0,0,0,0,11.1000000,350.0
"CATHERINE & COUNT BASIE MIDDLE SCHOOL 72, P.S. Q993, REDWOOD MIDDLE SCHOOL",1,0,0,0,0,8.6200000,270.0
CENTRAL PARK EAST II/DREAM CHARTER SCHOOL/NEW YORK CENTER FOR AUTISM CHARTER SCHOOL,3,0,0,0,0,14.4200000,173.0
CHANNEL VIEW SCHOOL FOR RESEARCH - Q262,1,0,0,0,0,10.8200000,1219.0
"CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL, I HIGH SCHOOL",0,0,0,0,0,10.9200000,413.0
CIVIC LEADER LEADERSHIP ACADEMY,0,0,0,0,0,13.0100000,578.0
"COLLABORATIVE ARTS MIDDLE SCHOOL, COMMUNITY VOICES MIDDLE SCHOOL",1,0,0,0,0,10.2900000,348.0
COLLEGE POINT COLLABORATIVE,0,0,0,0,0,12.2600000,452.0
COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,1,0,0,0,0,10.9300000,612.0
"CORNERSTONE ACADEMY FOR SOCIAL ACTION, P723X @ P701X, CORNERSTONE ACADEMY MS/PS189",1,0,0,0,0,13.2100000,276.0
"CYNTHIA JENKINS SCHOOL, P811Q AT Q037",1,0,0,0,0,8.3300000,275.0
DE WITT CLINTON HIGH SCHOOL,1,0,0,0,0,13.0300000,1052.0
EAGLE ACADEMY FOR YOUNG MEN,2,0,0,0,0,10.1700000,441.0
EAGLE ACADEMY FOR YOUNG MEN III,1,0,0,0,0,13.2300000,463.0
"FREDERICK DOUGLASS ACADEMY, P.S. M811 MICKEY MANTLE SCHOOL",5,0,0,0,0,12.7400000,815.0
EAST ELMHURST COMMUNITY SCHOOL,1,0,0,0,0,11.3800000,421.0
"EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE, P.S. K004, EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE",1,0,0,0,0,12.9200000,370.0
"EAST SIDE ELEMENTARY SCHOOL, PS 267",3,0,0,0,0,14.9000000,362.0
"EAST SIDE MIDDLE SCHOOL, P.S. 138 @ IS 114M",4,0,0,0,0,12.7600000,421.0
ELEANOR ROOSEVELT HIGH SCHOOL,1,0,0,0,0,15.9100000,541.0
"ELEMENTARY SCHOOL FOR MATH, SCIENCE, AND TECHNOLOGY, CRESTON ACADEMY, SCHOOL FOR ENVIRONMENTAL CITIZ",0,0,0,0,0,11.2200000,432.0
"ELLA BAKER SCHOOL, P.S. M226, URBAN ACADEMY LABORATORY HIGH SCHOOL, VANGUARD HIGH SCHOOL, MANHATTAN",3,0,0,0,0,11.4200000,337.0
"ELM TREE ELEMENTARY SCHOOL, PRE-K CENTER AT 50-51 98 STREET",3,0,0,0,0,12.9100000,806.0
EPIC HIGH SCHOOL - NORTH,2,0,0,0,0,12.0100000,387.0
FLUSHING HIGH SCHOOL,3,0,0,0,0,15.9400000,1465.0
FOREST HILLS HIGH SCHOOL,2,0,0,0,0,15.3100000,3429.0
FORT HAMILTON HIGH SCHOOL,0,0,0,0,0,16.8700000,3925.0
"FRANCIS LEWIS HIGH SCHOOL, P.S. Q811",0,0,0,0,0,17.4300000,4265.0
"FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL, P.S. Q993",0,0,0,0,0,14.4700000,839.0
"FRANKLIN DELANO ROOSEVELT HIGH SCHOOL, FRANKLIN DELANO ROOSEVELT YABC",1,0,0,0,0,13.6900000,3213.0
"FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL, KNOWLEDGE AND POWER PREPARATORY ACADEMY VI, ACADEMY OF ME",2,0,0,0,0,12.7400000,815.0
"GOLDIE MAPLE ACADEMY, P256Q AT Q198",0,0,0,0,0,11.4900000,353.0
"GOTHAM TECH HIGH SCHOOL, NEWCOMERS HIGH SCHOOL",4,0,0,0,0,11.8100000,94.0
"GRANT AVENUE ELEMENTARY SCHOOL, SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL, BRONX EARLY COLL",0,0,0,0,0,9.7800000,362.0
GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHEMATICS entrance 601 W. 165th ST,0,0,0,0,0,12.4900000,568.0
GROWING UP GREEN CHARTER SCHOOL,3,0,0,0,0,10.4600000,723.0
GROWING UP GREEN MIDDLE CHARTER SCHOOL,1,0,0,0,0,10.4600000,723.0
"HARLEM RENAISSANCE HIGH SCHOOL, LYFE [BABIES], GED PLUS - CITYWIDE",1,0,0,0,0,10.7100000,176.0
"HARVEST COLLEGIATE HIGH SCHOOL, P721M @ LEGACY HS",3,0,0,0,0,8.8500000,391.0
HARVEY MILK HIGH SCHOOL,1,0,0,0,0,6.9600000,94.0
"HIGH SCH FOR HEALTH PROFESSIONS AND HUMAN SERVICES, P.S. M226, INSTITUTE FOR COLLABORATIVE EDUCATION",1,0,0,0,0,14.4900000,476.0
"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE, P.S. Q233",2,0,0,0,0,15.0400000,1075.0
"HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA, HIGH SCHOOL FOR MEDICAL PROFESSIONS, URBAN ACTI",4,0,0,0,0,7.8600000,275.0
"HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY, QUEENS TRANSITION CENTER",1,0,0,0,0,5.1200000,372.0
HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,0,0,0,0,0,14.2600000,399.0
"HILLCREST HIGH SCHOOL, LYFE [BABIES]",2,0,0,0,0,15.4300000,2381.0
"HS FOR ARTS & BUSINESS YABC, HIGH SCHOOL FOR ARTS AND BUSINESS",0,0,0,0,0,14.9500000,755.0
I.S. 010 HORACE GREELEY,0,0,0,0,0,12.1800000,662.0
"I.S. 025 ADRIEN BLOCK, WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL, P.S. Q233",3,0,0,0,0,13.1800000,611.0
I.S. 051 EDWIN MARKHAM,0,0,0,0,0,12.2100000,1205.0
"I.S. 059 SPRINGFIELD GARDENS, SUCCESS ACADEMY CHARTER SCHOOL - SPRINGFIELD GARDENS",2,0,0,0,0,†,895.0
I.S. 061 LEONARDO DA VINCI,1,0,0,0,0,12.3000000,2079.0
"I.S. 068 ISAAC BILDERSEE, EXPLORE EXCEL CHARTER SCHOOL - UPPER",2,0,0,0,0,10.6100000,536.0
"I.S. 096 SETH LOW, SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST",0,0,0,0,0,†,649.0
I.S. 119 THE GLENDALE,0,0,0,0,0,15.1200000,1221.0
I.S. 125 THOM J. MCCANN WOODSIDE,0,0,0,0,0,13.5100000,1473.0
"I.S. 136 CHARLES O. DEWEY, SUNSET PARK PREP",0,0,0,0,0,10.0100000,440.0
I.S. 141 THE STEINWAY,0,0,0,0,0,12.7900000,1049.0
I.S. 145 JOSEPH PULITZER,0,0,0,0,0,13.5500000,1513.0
"I.S. 171 ABRAHAM LINCOLN, HIGHLAND PARK COMMUNITY SCHOOL",4,0,0,0,0,14.0800000,277.0
"I.S. 192 THE LINDEN, PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL",0,0,0,0,0,12.1800000,643.0
"I.S. 204 OLIVER W. HOLMES, ENERGY TECH HIGH SCHOOL",3,0,0,0,0,12.8900000,510.0
I.S. 228 DAVID A. BOODY,0,0,0,0,0,13.9500000,1551.0
"I.S. 232, ACADEMY FOR LANGUAGE AND TECHNOLOGY, I.S. X303 LEADERSHIP & COMMUNITY SERVICE",1,0,0,0,0,14.8300000,341.0
"I.S. 237, EAST-WEST SCHOOL OF INTERNATIONAL STUDIES",2,0,0,0,0,10.7900000,685.0
"I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCHOOL, P.S. Q255, QUEENS SCHOOL OF INQUIRY, THE",1,0,0,0,0,12.3900000,579.0
I.S. 285 MEYER LEVIN,2,0,0,0,0,13.4600000,552.0
"I.S. 30 MARY WHITE OVINGTON, P231K @ PS/IS 30 MARY WHITE OVINGTON",0,0,0,0,0,11.0400000,911.0
"I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL, P009Q @ IS 5Q",2,0,0,0,0,12.7000000,1395.0
I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,4,0,0,0,0,13.3000000,1799.0
"ICAHN CHARTER SCHOOL 5, ICAHN CHARTER SCHOOL 4, ICAHN CHARTER SCHOOL 3",0,0,0,0,0,12.6900000,330.0
"INDEPENDENCE HIGH SCHOOL, LYFE [BABIES], HIGH SCHOOL FOR ENVIRONMENTAL STUDIES",1,0,0,0,0,13.9300000,1083.0
"INFORMATION TECHNOLOGY HIGH SCHOOL, P721Q @ INFORMATION TECH H.S.",0,0,0,0,0,13.0000000,823.0
"INTERNATIONAL HIGH SCHOOL FOR HEALTH, NEWTOWN HIGH SCHOOL",0,0,0,0,0,15.2100000,1731.0
IRWIN ALTMAN MIDDLE SCHOOL 172,5,0,0,0,0,12.7300000,789.0
IS 230 ANNEX,0,0,0,0,0,12.9500000,1010.0
IS 364 GATEWAY ANNEX,2,0,0,0,0,7.7500000,162.0
IVAN LAFAYETTE EARLY CHILDHOOD SCHOOL OF THE ARTS (THE),3,0,0,0,0,10.0500000,216.0
"J.H.S. 008 RICHARD S. GROSSLEY, THE EMERSON SCHOOL, YORK EARLY COLLEGE ACADEMY",2,0,0,0,0,19.3600000,598.0
"J.H.S. 022 JORDAN L. MOTT, SUCCESS ACADEMY-BRONX 2 MIDDLE SCHOOL, BRONX WRITING ACADEMY",0,0,0,0,0,7.4500000,237.0
"J.H.S. 050 JOHN D. WELLS, SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG",0,0,0,0,0,†,359.0
J.H.S. 054 BOOKER T. WASHINGTON,3,0,0,0,0,13.7700000,724.0
J.H.S. 067 LOUIS PASTEUR,2,0,0,0,0,14.9400000,926.0
J.H.S. 074 NATHANIEL HAWTHORNE,1,0,0,0,0,15.8600000,1008.0
"J.H.S. 078 ROY H. MANN, SUCCESS ACADEMY CS - BERGEN BEACH",0,0,0,0,0,†,1052.0
P.S. 046 ARTHUR TAPPAN,2,0,0,0,0,9.8300000,428.0
J.H.S. 104 SIMON BARUCH,3,0,0,0,0,15.3500000,891.0
J.H.S. 118 WILLIAM W. NILES,1,0,0,0,0,10.2300000,619.0
J.H.S. 157 STEPHEN A. HALSEY,0,0,0,0,0,14.9900000,1542.0
J.H.S. 167 ROBERT F. WAGNER,0,0,0,0,0,14.3900000,1019.0
J.H.S. 185 EDWARD BLEEKER,0,0,0,0,0,13.6000000,1392.0
"J.H.S. 189 DANIEL CARTER BEARD, FLUSHING INTERNATIONAL HIGH SCHOOL",2,0,0,0,0,15.4600000,407.0
J.H.S. 194 WILLIAM CARR,0,0,0,0,0,15.3100000,956.0
J.H.S. 210 ELIZABETH BLACKWELL,4,0,0,0,0,12.5300000,1472.0
J.H.S. 216 GEORGE J. RYAN,2,0,0,0,0,16.6000000,1476.0
J.H.S. 217 ROBERT A. VAN WYCK,0,0,0,0,0,14.1200000,1348.0
J.H.S. 220 JOHN J. PERSHING,0,0,0,0,0,12.3300000,1229.0
J.H.S. 227 EDWARD B. SHALLOW,4,0,0,0,0,14.0900000,1367.0
J.H.S. 234 ARTHUR W. CUNNINGHAM,0,0,0,0,0,12.9500000,1342.0
J.H.S. 259 WILLIAM MCKINLEY,3,0,0,0,0,14.5700000,1591.0
J.H.S. 278 MARINE PARK,3,0,0,0,0,10.5700000,1076.0
JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,2,0,0,0,0,11.9900000,249.0
"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING, MANHATTAN BUSINESS ACADEMY, QUEST TO",1,0,0,0,0,11.9400000,387.0
JAMES WELDON JOHNSON,0,0,0,0,0,10.2500000,526.0
"JEAN NUZZI INTERMEDIATE SCHOOL, JEAN NUZZI INTERMEDIATE SCHOOL",1,0,0,0,0,14.1200000,948.0
"JOHN ADAMS HIGH SCHOOL, PATHWAYS TO GRADUATION @ JOHN ADAMS HIGH SCHOOL",3,0,0,0,0,13.6300000,2366.0
JOHN BOWNE HIGH SCHOOL,0,0,0,0,0,14.1900000,3003.0
"JOHN DEWEY HIGH SCHOOL, P.S. K721 @ JOHN DEWEY HS",4,0,0,0,0,13.6300000,2150.0
JOHN F. KENNEDY JR. SCHOOL,0,0,0,0,0,6.1300000,503.0
JOHN F. KENNEDY JR. SCHOOL,0,0,0,0,0,6.1300000,503.0
JOHN F. KENNEDY JR. SCHOOL,1,0,0,0,0,6.1300000,503.0
JONAS BRONCK ACADEMY,0,0,0,0,0,10.7500000,271.0
"JUDITH S. KAYE HIGH SCHOOL, QUEENS TRANSITION CENTER",0,0,0,0,0,5.1200000,372.0
"KAPPA, I.S. 219 NEW VENTURE SCHOOL, FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL",1,0,0,0,0,12.7400000,815.0
LEARNERS AND LEADERS,0,0,0,0,0,12.8900000,451.0
LEARNERS AND LEADERS ANNEX,2,0,0,0,0,12.8900000,451.0
LIBERATION DIPLOMA PLUS,0,0,0,0,0,11.7800000,175.0
LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,2,0,0,0,0,12.6400000,417.0
"LONG ISLAND CITY HIGH SCHOOL, P.S. Q993, LYFE [BABIES]",0,0,0,0,0,13.0000000,1924.0
"M.S. 035 STEPHEN DECATUR, BROOKLYN BROWNSTONE SCHOOL, P.S. K141",5,0,0,0,0,14.9300000,310.0
"M.S. 053 BRIAN PICCOLO, SUCCESS ACADEMY CHARTER SCHOOL-NYC 4, VILLAGE ACADEMY",0,0,0,0,0,9.4300000,302.0
M.S. 137 AMERICA'S SCHOOL OF HEROES,2,0,0,0,0,14.7800000,1670.0
M.S. 158 MARIE CURIE,3,0,0,0,0,12.9500000,757.0
"M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC, WHIN MUSIC COMMUNITY CHARTER SCHOOL",0,0,0,0,0,8.9800000,334.0
M.S. 51 WILLIAM ALEXANDER,0,0,0,0,0,13.4900000,1026.0
"MAGNET SCHOOL OF MATH, SCIENCE AND DESIGN TECHNOLOGY",0,0,0,0,0,13.9700000,829.0
MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,3,0,0,0,0,10.9900000,506.0
MANHATTAN SCHOOL FOR CAREER DEVELOPMENT,2,0,0,0,0,5.7300000,213.0
MANHATTAN VILLAGE ACADEMY,2,0,0,0,0,11.7000000,426.0
"MASPETH HIGH SCHOOL, P721Q @ MASPETH HIGH SCHOOL",0,0,0,0,0,13.3200000,1064.0
MERRICK ACADEMY - QUEENS PUBLIC CHARTER SCHOOL,0,0,0,0,0,13.2300000,582.0
"METROPOLITAN EXPEDITIONARY LEARNING SCHOOL, PS 233, QUEENS METROPOLITAN HIGH SCHOOL",0,0,0,0,0,11.9900000,839.0
"METROPOLITAN HIGH SCHOOL, THE, P.S. 723",0,0,0,0,0,5.5600000,154.0
"MIDDLE SCHOOL FOR ART AND PHILOSOPHY, KINGS COLLEGIATE CHARTER SCHOOL",4,0,0,0,0,12.5300000,1215.0
"MOSAIC PREPARATORY ACADEMY, SUCCESS ACADEMY-HARLEM EAST, P811M @ PS 101M",1,0,0,0,0,10.5900000,180.0
"MOTT HALL V, P.S. X721 - STEPHEN MCSWEENEY SCHOOL, THE CINEMA SCHOOL",2,0,0,0,0,11.6300000,667.0
"MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL, LYFE [BABIES], UNIVERSITY HEIGHTS SECONDARY SCHOOL",2,0,0,0,0,8.4600000,176.0
"NEIGHBORHOOD SCHOOL, THE STAR ACADEMY - P.S.63",0,0,0,0,0,11.5100000,232.0
"NEW BRIDGES ELEMENTARY, P396K AT K167",0,0,0,0,0,13.1400000,428.0
"NEW DESIGN MIDDLE SCHOOL, KIPP INFINITY CHARTER SCH, KIPP STAR HARLEM COLLEGE PREP ELEMENTARY SCHOOL",2,0,0,0,0,4.7700000,73.0
"NEW DORP HIGH SCHOOL, SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25, THE RICHARD H. HUNGERFORD SCHOOL",0,0,0,0,0,14.3100000,3164.0
"NEW UTRECHT HIGH SCHOOL, P.S. 370",3,0,0,0,0,14.6500000,3112.0
"NEW VISIONS AIM CHARTER HIGH SCHOOL II, ARTURO A. SCHOMBURG SATELLITE ACADEMY BRONX, BRONX REGIONAL",0,0,0,0,0,7.2600000,154.0
NEW YORK CITY ACADEMY FOR DISCOVERY,0,0,0,0,0,13.2300000,344.0
NORTH QUEENS COMMUNITY HIGH SCHOOL,1,0,0,0,0,10.5600000,95.0
NUASIN NEXT GENERATION CHARTER SCHOOL,0,0,0,0,0,23.2400000,674.0
P.S. 001 COURTLANDT SCHOOL,5,0,0,0,0,11.5900000,458.0
P.S. 002 ALFRED ZIMBERG,1,0,0,0,0,13.6300000,569.0
P.S. 003 THE MARGARET GIOIOSA SCHOOL,0,0,0,0,0,14.7700000,654.0
P.S. 004 DUKE ELLINGTON,0,0,0,0,0,13.8900000,441.0
EAST BROOKLYN COMMUNITY HIGH SCHOOL,1,0,0,0,0,6.4000000,127.0
"P.S. 009 @ P268Q, PS/IS 268",3,0,0,0,0,13.2900000,638.0
P.S. 011 HIGHBRIDGE,0,0,0,0,0,10.4000000,426.0
P.S. 012 JAMES B. COLGATE,1,0,0,0,0,13.7900000,855.0
P.S. 013 CLEMENT C. MOORE,1,0,0,0,0,13.8200000,1026.0
P.S. 014 FAIRVIEW,2,0,0,0,0,12.8500000,1071.0
P.S. 015 JACKIE ROBINSON,1,0,0,0,0,13.7100000,325.0
"P.S. 017 HENRY D. WOODWORTH, CONSELYEA PREPARATORY SCHOOL",0,0,0,0,0,11.2200000,429.0
P.S. 018 PARK TERRACE,0,0,0,0,0,9.0000000,234.0
P.S. 018 WINCHESTER,3,0,0,0,0,14.5700000,437.0
P.S. 019 JUDITH K. WEISS,0,0,0,0,0,14.0100000,628.0
P.S. 019 MARINO JEANTET,2,0,0,0,0,11.9300000,1654.0
P.S. 020 JOHN BOWNE,2,0,0,0,0,14.6800000,1033.0
P.S. 021 PHILIP H. SHERIDAN,1,0,0,0,0,13.6600000,478.0
P.S. 022 THOMAS JEFFERSON,0,0,0,0,0,11.2500000,750.0
P.S. 024 ANDREW JACKSON,0,0,0,0,0,13.9500000,1111.0
P.S. 024 SPUYTEN DUYVIL,0,0,0,0,0,14.9800000,731.0
P.S. 025 BILINGUAL SCHOOL,1,0,0,0,0,10.3800000,443.0
P.S. 026 THE CARTERET SCHOOL,0,0,0,0,0,10.3800000,270.0
P.S. 028 WRIGHT BROTHERS,0,0,0,0,0,10.9500000,385.0
P.S. 029 BARDWELL,1,0,0,0,0,14.9600000,594.0
P.S. 031 BAYSIDE,2,0,0,0,0,11.7400000,364.0
P.S. 032 BELMONT,0,0,0,0,0,10.7300000,555.0
P.S. 032 STATE STREET,0,0,0,0,0,14.0400000,866.0
P.S. 033 EDWARD M. FUNK,1,0,0,0,0,15.0600000,768.0
P.S. 034 FRANKLIN D. ROOSEVELT,0,0,0,0,0,8.3900000,224.0
P.S. 034 JOHN HARVARD,1,0,0,0,0,15.1600000,485.0
P.S. 035 FRANZ SIEGEL,1,0,0,0,0,11.4600000,399.0
P.S. 036 SAINT ALBANS SCHOOL,0,0,0,0,0,10.5400000,279.0
P.S. 038 ROSEDALE,3,0,0,0,0,11.1900000,233.0
P.S. 039 HENRY BRISTOW,2,0,0,0,0,12.2900000,344.0
"P.S. 040 SAMUEL HUNTINGTON, JAMAICA CHILDREN'S SCHOOL",2,0,0,0,0,10.1900000,234.0
P.S. 041 GREENWICH VILLAGE,0,0,0,0,0,15.4400000,486.0
P.S. 044 THOMAS C. BROWN,0,0,0,0,0,13.3500000,547.0
P.S. 045 CLARENCE WITHERSPOON,1,0,0,0,0,14.7300000,275.0
P.S. 045 HORACE E. GREENE,3,0,0,0,0,11.3800000,491.0
P.S. 046 ALLEY POND,0,0,0,0,0,10.1700000,453.0
ICAHN CHARTER SCHOOL,0,0,0,0,0,25.5100000,324.0
P.S. 047 JOHN RANDOLPH,1,0,0,0,0,12.2500000,796.0
P.S. 048 MAPLETON,5,0,0,0,0,10.8500000,507.0
P.S. 049 DOROTHY BONAWIT KOLE,4,0,0,0,0,13.9300000,1172.0
P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,1,0,0,0,0,13.4100000,834.0
P.S. 052 SHEEPSHEAD BAY,0,0,0,0,0,15.1700000,741.0
P.S. 054 CHARLES W. LENG,4,0,0,0,0,12.4000000,800.0
P.S. 054 HILLSIDE,2,0,0,0,0,12.9600000,440.0
P.S. 056 HARRY EICHLER,2,0,0,0,0,13.0900000,323.0
P.S. 059 THE COMMUNITY SCHOOL OF TECHNOLOGY,0,0,0,0,0,14.2300000,442.0
P.S. 060 WOODHAVEN,4,0,0,0,0,15.6700000,984.0
P.S. 063 OLD SOUTH,2,0,0,0,0,17.1300000,1016.0
P.S. 064 JOSEPH P. ADDABBO,0,0,0,0,0,15.5000000,465.0
"P.S. 065 MOTHER HALE ACADEMY, ACADEMIC LEADERSHIP CHARTER SCHOOL",0,0,0,0,0,24.5900000,455.0
P.S. 066 JACQUELINE KENNEDY ONASSIS,0,0,0,0,0,15.0600000,512.0
"P.S. 067 CHARLES A. DORSEY, COMMUNITY ROOTS CHARTER SCHOOL, P.S. K369  - COY L. COX SCHOOL",0,0,0,0,0,10.2000000,469.0
P.S. 068 CAMBRIDGE,1,0,0,0,0,14.9100000,480.0
P.S. 069 JACKSON HEIGHTS,2,0,0,0,0,17.2100000,794.0
P.S. 079 FRANCIS LEWIS,0,0,0,0,0,16.3200000,1057.0
P.S. 082 HAMMOND,0,0,0,0,0,13.0700000,582.0
P.S. 082 HAMMOND,0,0,0,0,0,13.0700000,582.0
P.S. 084 LILLIAN WEBER,1,0,0,0,0,14.5200000,587.0
P.S. 084 STEINWAY,0,0,0,0,0,16.3000000,326.0
P.S. 085 JUDGE CHARLES VALLONE,0,0,0,0,0,16.6500000,566.0
P.S. 087 MIDDLE VILLAGE,0,0,0,0,0,11.8200000,520.0
P.S. 087 WILLIAM SHERMAN,1,0,0,0,0,14.8600000,667.0
P.S. 090 HORACE MANN,3,0,0,0,0,14.5800000,605.0
P.S. 091 RICHARD ARKWRIGHT,1,0,0,0,0,14.8900000,804.0
P.S. 092 HARRY T. STEWART SR.,0,0,0,0,0,15.5000000,829.0
"P.S. 092 MARY MCLEOD BETHUNE, DEMOCRACY PREPARATORY CHARTER SCHOOL, ST. HOPE LEADERSHIP ACADEMY CHAR",2,0,0,0,0,10.2100000,603.0
"P.S. 093 ALBERT G. OLIVER, ICAHN CHARTER SCHOOL 7",1,0,0,0,0,14.0400000,330.0
P.S. 094 DAVID D. PORTER,1,0,0,0,0,12.8300000,333.0
P.S. 094 KINGS COLLEGE SCHOOL,0,0,0,0,0,10.4600000,858.0
P.S. 094 THE HENRY LONGFELLOW,1,0,0,0,0,11.3900000,970.0
P.S. 095 EASTWOOD,1,0,0,0,0,15.1600000,1107.0
P.S. 096 JOSEPH LANZETTA,0,0,0,0,0,8.3300000,325.0
P.S. 096 RICHARD RODGERS,0,0,0,0,0,12.9200000,830.0
P.S. 097 FOREST PARK,0,0,0,0,0,12.2900000,588.0
P.S. 098 SHORAC KAPPOCK,1,0,0,0,0,14.1300000,292.0
P.S. 098 THE DOUGLASTON SCHOOL,1,0,0,0,0,10.3500000,238.0
P.S. 099 ISAAC ASIMOV,0,0,0,0,0,13.8700000,804.0
P.S. 099 KEW GARDENS,0,0,0,0,0,13.9800000,699.0
P.S. 099 KEW GARDENS,0,0,0,0,0,13.9800000,699.0
P.S. 100 GLEN MORRIS,0,0,0,0,0,13.9100000,691.0
"P.S. 100 THE CONEY ISLAND SCHOOL, P.S. 370",1,0,0,0,0,14.3800000,615.0
P.S. 101 THE VERRAZANO,0,0,0,0,0,15.2700000,1057.0
P.S. 102 BAYVIEW,3,0,0,0,0,13.2100000,1169.0
P.S. 102 THE BAYVIEW,2,0,0,0,0,12.6500000,1110.0
P.S. 104 THE BAYS WATER,0,0,0,0,0,13.8700000,516.0
P.S. 105 THE BAY SCHOOL,2,0,0,0,0,9.8500000,661.0
P.S. 105 THE BLYTHEBOURNE,3,0,0,0,0,15.8700000,1200.0
P.S. 106 EDWARD EVERETT HALE,0,0,0,0,0,10.9300000,356.0
P.S. 106 PARKCHESTER,1,0,0,0,0,13.8200000,889.0
P.S. 107 JOHN W. KIMBALL,0,0,0,0,0,14.9600000,501.0
P.S. 107 THOMAS A DOOLEY,1,0,0,0,0,12.7300000,849.0
P.S. 108 CAPTAIN VINCENT G. FOWLER,2,0,0,0,0,14.8800000,1106.0
P.S. 101 SCHOOL IN THE GARDENS,0,0,0,0,0,15.8100000,585.0
P.S. 110 FLORENCE NIGHTINGALE,1,0,0,0,0,12.0400000,289.0
"P.S. 111 ADOLPH S. OCHS, CITY KNOLL MIDDLE SCHOOL",3,0,0,0,0,13.0800000,157.0
P.S. 108 PHILIP J. ABINANTI,0,0,0,0,0,13.1100000,482.0
P.S. 112 DUTCH KILLS,1,0,0,0,0,14.6000000,438.0
P.S. 112 JOSE CELSO BARBOSA,1,0,0,0,0,4.8400000,208.0
P.S. 112 LEFFERTS PARK,1,0,0,0,0,14.1900000,728.0
P.S. 115 DANIEL MUCATEL SCHOOL,4,0,0,0,0,14.0900000,737.0
P.S. 116 MARY LINDLEY MURRAY,0,0,0,0,0,14.1200000,353.0
P.S. 117 J. KELD / BRIARWOOD SCHOOL,0,0,0,0,0,15.1000000,768.0
P.S. 118 LORRAINE HANSBERRY,3,0,0,0,0,14.0900000,373.0
P.S. 119 AMERSFORT,1,0,0,0,0,19.2900000,391.0
P.S. 121 NELSON A. ROCKEFELLER,1,0,0,0,0,7.3200000,314.0
P.S. 122 MAMIE FAY,2,0,0,0,0,17.1800000,1155.0
P.S. 124 OSMOND A CHURCH,0,0,0,0,0,15.6800000,938.0
P.S. 124 SILAS B. DUTCHER,2,0,0,0,0,12.8400000,329.0
"P.S. 125 RALPH BUNCHE, KIPP STAR COLLEGE PREP CHARTER, COLUMBIA SECONDARY SCHOOL",2,0,0,0,0,13.8100000,690.0
P.S. 126 DR MARJORIE H DUNBAR,1,0,0,0,0,12.9500000,506.0
"P.S. 128 AUDUBON, CASTLE BRIDGE SCHOOL",0,0,0,0,0,11.5900000,195.0
P.S. 128 BENSONHURST,0,0,0,0,0,12.0100000,430.0
"P.S. 129 JOHN H. FINLEY, SCHOOL OF EARTH EXPLORATION AND DISCOVERY HARLEM (SEED HARLEM)",4,0,0,0,0,7.5800000,127.0
P.S. 129 PATRICIA LARKIN,3,0,0,0,0,13.2600000,1162.0
P.S. 130 THE PARKSIDE,0,0,0,0,0,15.1600000,834.0
P.S. 131 ABIGAIL ADAMS,2,0,0,0,0,14.6000000,657.0
P.S. 132 RALPH BUNCHE,0,0,0,0,0,11.3300000,306.0
P.S. 135 SHELDON A. BROOKNER,2,0,0,0,0,12.8700000,308.0
P.S. 136 ROY WILKINS,1,0,0,0,0,13.0700000,392.0
